ip,date,time,T (ºC)
168.90.31.104,23/10/2020, 11:58:55,23.36
168.90.31.104,23/10/2020, 11:59:31,23.95
168.90.31.104,23/10/2020, 12:00:08,24.04
168.90.31.104,23/10/2020, 12:00:44,24.00
168.90.31.104,23/10/2020, 12:01:20,23.95
168.90.31.104,23/10/2020, 12:01:57,24.00
168.90.31.104,23/10/2020, 12:02:33,24.00
168.90.31.104,23/10/2020, 12:03:09,23.40
168.90.31.104,23/10/2020, 12:03:45,23.40
168.90.31.104,23/10/2020, 12:04:21,24.00
168.90.31.104,23/10/2020, 12:04:58,24.00
168.90.31.104,23/10/2020, 12:05:34,23.95
168.90.31.104,23/10/2020, 12:06:10,23.36
168.90.31.104,23/10/2020, 12:06:46,23.95
168.90.31.104,23/10/2020, 12:07:23,23.95
168.90.31.104,23/10/2020, 12:07:59,23.95
168.90.31.104,23/10/2020, 12:08:35,24.00
168.90.31.104,23/10/2020, 12:09:11,23.95
168.90.31.104,23/10/2020, 12:09:48,23.95
168.90.31.104,23/10/2020, 12:10:24,23.95
168.90.31.104,23/10/2020, 12:11:01,23.91
168.90.31.104,23/10/2020, 12:11:37,23.36
168.90.31.104,23/10/2020, 12:12:13,23.91
168.90.31.104,23/10/2020, 12:12:49,23.31
168.90.31.104,23/10/2020, 12:13:26,23.86
168.90.31.104,23/10/2020, 12:14:02,23.86
168.90.31.104,23/10/2020, 12:14:38,23.86
168.90.31.104,23/10/2020, 12:15:15,23.81
168.90.31.104,23/10/2020, 12:15:51,23.86
168.90.31.104,23/10/2020, 12:16:27,23.81
168.90.31.104,23/10/2020, 12:17:03,23.81
168.90.31.104,23/10/2020, 12:17:40,23.81
168.90.31.104,23/10/2020, 12:18:16,23.18
168.90.31.104,23/10/2020, 12:18:52,23.81
168.90.31.104,23/10/2020, 12:19:29,23.81
168.90.31.104,23/10/2020, 12:20:05,23.81
168.90.31.104,23/10/2020, 12:20:41,23.81
168.90.31.104,23/10/2020, 12:21:18,23.81
168.90.31.104,23/10/2020, 12:21:54,23.81
168.90.31.104,23/10/2020, 12:22:30,23.81
168.90.31.104,23/10/2020, 12:23:06,23.27
168.90.31.104,23/10/2020, 12:23:42,23.81
168.90.31.104,23/10/2020, 12:24:19,23.86
168.90.31.104,23/10/2020, 12:24:55,23.22
168.90.31.104,23/10/2020, 12:25:31,23.22
168.90.31.104,23/10/2020, 12:26:08,23.81
168.90.31.104,23/10/2020, 12:26:44,23.81
168.90.31.104,23/10/2020, 12:27:20,23.86
168.90.31.104,23/10/2020, 12:27:56,23.86
168.90.31.104,23/10/2020, 12:28:33,23.86
168.90.31.104,23/10/2020, 12:29:09,23.91
168.90.31.104,23/10/2020, 12:29:46,23.91
168.90.31.104,23/10/2020, 12:30:22,23.86
168.90.31.104,23/10/2020, 12:30:58,23.81
168.90.31.104,23/10/2020, 12:31:34,23.86
168.90.31.104,23/10/2020, 12:32:10,23.22
168.90.31.104,23/10/2020, 12:32:47,23.81
168.90.31.104,23/10/2020, 12:33:23,23.77
168.90.31.104,23/10/2020, 12:33:59,23.81
168.90.31.104,23/10/2020, 12:34:36,23.81
168.90.31.104,23/10/2020, 12:35:12,23.81
168.90.31.104,23/10/2020, 12:35:48,23.81
168.90.31.104,23/10/2020, 12:36:24,23.22
168.90.31.104,23/10/2020, 12:37:00,23.81
168.90.31.104,23/10/2020, 12:37:37,23.81
168.90.31.104,23/10/2020, 12:38:13,23.81
168.90.31.104,23/10/2020, 12:38:49,23.81
168.90.31.104,23/10/2020, 12:39:25,23.81
168.90.31.104,23/10/2020, 12:40:02,23.77
168.90.31.104,23/10/2020, 12:40:38,23.18
168.90.31.104,23/10/2020, 12:41:14,23.81
168.90.31.104,23/10/2020, 12:41:51,23.22
168.90.31.104,23/10/2020, 12:42:27,23.81
168.90.31.104,23/10/2020, 12:43:03,23.77
168.90.31.104,23/10/2020, 12:43:39,23.77
168.90.31.104,23/10/2020, 12:44:15,23.13
168.90.31.104,23/10/2020, 12:44:52,23.77
168.90.31.104,23/10/2020, 12:45:28,23.77
168.90.31.104,23/10/2020, 12:46:04,23.81
168.90.31.104,23/10/2020, 12:46:41,23.81
168.90.31.104,23/10/2020, 12:47:17,23.77
168.90.31.104,23/10/2020, 12:47:54,23.77
168.90.31.104,23/10/2020, 12:48:30,23.18
168.90.31.104,23/10/2020, 12:49:06,23.18
168.90.31.104,23/10/2020, 12:49:42,23.81
168.90.31.104,23/10/2020, 12:50:19,23.81
168.90.31.104,23/10/2020, 12:50:55,23.81
168.90.31.104,23/10/2020, 12:51:31,23.81
168.90.31.104,23/10/2020, 12:52:08,23.81
168.90.31.104,23/10/2020, 12:52:44,23.81
168.90.31.104,23/10/2020, 12:53:20,23.86
168.90.31.104,23/10/2020, 12:53:57,23.81
168.90.31.104,23/10/2020, 12:54:33,23.77
168.90.31.104,23/10/2020, 12:55:09,23.77
168.90.31.104,23/10/2020, 12:55:45,23.81
168.90.31.104,23/10/2020, 12:56:22,23.81
168.90.31.104,23/10/2020, 12:56:58,23.81
168.90.31.104,23/10/2020, 12:57:34,23.77
168.90.31.104,23/10/2020, 12:58:11,23.77
168.90.31.104,23/10/2020, 12:58:47,23.81
168.90.31.104,23/10/2020, 12:59:23,23.18
168.90.31.104,23/10/2020, 12:59:59,23.77
168.90.31.104,23/10/2020, 13:00:35,23.18
168.90.31.104,23/10/2020, 13:01:11,23.77
168.90.31.104,23/10/2020, 13:01:48,23.77
168.90.31.104,23/10/2020, 13:02:24,23.77
